timestamp,phase,sys_power_w,gpu0_bmc_temp_c,gpu1_bmc_temp_c,gpu2_bmc_temp_c,gpu3_bmc_temp_c,gpu4_bmc_temp_c,gpu5_bmc_temp_c,gpu6_bmc_temp_c,gpu7_bmc_temp_c
1775288058.732,steady,5550,63,53,53,63,65,56,55,60
1775288060.732,steady,7500,61,53,49,60,68,54,49,55
1775288063.095,steady,8475,66,54,53,62,66,56,54,61
1775288065.095,steady,8625,61,56,51,65,64,54,54,61
1775288067.311,steady,8625,61,56,51,65,64,54,54,61
1775288069.311,steady,8625,61,56,51,65,64,54,54,61
1775288071.311,steady,6750,66,50,52,64,69,52,55,57
1775288073.311,steady,6750,66,50,52,64,69,52,55,57
1775288075.311,steady,6750,66,50,52,64,69,52,55,57
1775288077.311,steady,6750,66,50,52,64,69,52,55,57
1775288079.312,steady,6750,66,50,52,64,69,52,55,57
1775288081.312,steady,8175,68,58,52,63,70,57,54,65
1775288083.312,steady,8175,68,58,52,63,70,57,54,65
1775288085.312,steady,7950,66,56,53,66,70,56,55,62
1775288087.312,steady,5625,68,56,55,69,70,58,57,65
1775288089.312,steady,8925,69,54,51,65,69,54,53,66
1775288091.312,steady,8925,69,54,51,65,69,54,53,66
1775288093.312,steady,8475,68,58,54,70,70,57,57,65
1775288095.312,steady,6600,69,56,54,69,70,57,57,65
1775288097.312,steady,8550,67,58,54,71,70,54,54,63
1775288099.313,steady,8550,67,58,54,71,70,54,54,63
1775288101.313,steady,8550,67,58,54,71,70,54,54,63
1775288103.313,steady,7050,69,56,55,69,72,58,57,65
1775288105.313,steady,5850,71,59,58,72,74,60,58,68
1775288107.313,steady,5850,71,59,58,72,74,60,58,68
1775288109.313,steady,5850,71,59,58,72,74,60,58,68
1775288111.313,steady,5925,67,55,54,70,71,57,57,65
1775288113.313,steady,7050,71,59,58,72,74,60,58,67
1775288115.313,steady,5925,70,58,56,71,73,60,57,68
1775288117.313,steady,5925,70,58,56,71,73,60,57,68
1775288119.313,steady,7350,69,57,56,71,72,59,57,68
1775288121.313,steady,6225,70,58,58,73,74,61,59,69
1775288123.314,steady,6150,68,57,55,73,71,58,57,67
1775288125.314,steady,6150,68,57,55,73,71,58,57,67
1775288127.314,steady,6150,68,57,55,73,71,58,57,67
1775288129.314,steady,5550,68,54,51,72,70,54,56,64
1775288131.314,steady,7875,66,58,55,69,73,55,56,63
1775288133.314,steady,7875,66,58,55,69,73,55,56,63
1775288135.314,steady,7875,66,58,55,69,73,55,56,63
1775288137.314,steady,5925,70,58,57,72,74,61,59,69
1775288139.314,steady,7500,68,56,55,69,71,57,56,65
1775288141.314,steady,7500,68,56,55,69,71,57,56,65
1775288143.314,steady,7500,68,56,55,69,71,57,56,65
1775288145.314,steady,7500,68,56,55,69,71,57,56,65
1775288147.314,steady,7500,68,56,55,69,71,57,56,65
1775288149.315,steady,5550,70,58,56,73,74,60,59,69
1775288151.315,steady,7800,69,58,57,73,74,61,58,69
1775288153.315,steady,7800,69,58,57,73,74,61,58,69
1775288155.315,steady,7800,69,58,57,73,74,61,58,69
1775288157.315,steady,5775,68,56,54,73,70,58,56,63
1775288159.315,steady,8400,67,55,52,72,74,60,53,63
1775288161.315,steady,5925,69,59,57,74,74,60,58,69
1775288163.315,steady,5925,69,59,57,74,74,60,58,69
1775288165.315,steady,5775,65,57,52,74,71,55,55,61
1775288167.315,steady,5925,71,59,58,73,74,61,59,69
1775288169.315,steady,5700,68,56,55,72,71,58,57,65
1775288171.315,steady,5700,68,56,55,72,71,58,57,65
1775288173.315,steady,5700,68,56,55,72,71,58,57,65
1775288175.316,steady,5775,70,60,58,74,75,61,59,69
1775288177.316,steady,8475,65,59,55,70,74,58,55,68
1775288179.316,steady,8475,65,59,55,70,74,58,55,68
1775288181.316,steady,8475,65,59,55,70,74,58,55,68
1775288183.316,steady,6675,70,58,57,72,73,61,59,67
1775288185.316,steady,7575,68,58,55,73,74,57,56,64
1775288187.316,steady,7575,68,58,55,73,74,57,56,64
1775288189.316,steady,7575,68,58,55,73,74,57,56,64
1775288191.316,steady,5925,65,54,51,74,71,56,58,65
1775288193.316,steady,6375,70,59,56,74,73,59,56,66
1775288195.316,steady,5850,69,59,57,74,75,60,58,69
1775288197.316,steady,5850,69,59,57,74,75,60,58,69
1775288199.317,steady,5850,69,59,57,74,75,60,58,69
1775288201.317,steady,6375,71,60,59,74,75,62,60,70
1775288203.317,steady,6075,71,60,58,75,75,62,60,71
1775288205.317,steady,6075,71,60,58,75,75,62,60,71
1775288207.317,steady,6075,71,60,58,75,75,62,60,71
1775288209.317,steady,8400,67,56,55,71,72,57,56,66
1775288211.317,steady,8400,67,56,55,71,72,57,56,66
1775288213.317,steady,8400,67,56,55,71,72,57,56,66
1775288215.317,steady,7875,65,58,56,69,72,57,55,65
1775288217.317,steady,5775,70,58,58,73,73,59,59,68
1775288219.317,steady,5775,70,58,58,73,73,59,59,68
1775288221.317,steady,5775,70,58,58,73,73,59,59,68
1775288223.317,steady,6900,70,59,58,74,75,61,59,69
1775288225.318,steady,5850,65,54,53,74,71,56,58,67
1775288227.318,steady,5925,65,54,53,74,71,56,58,67
1775288229.318,steady,5925,65,54,53,74,71,56,58,67
1775288231.318,steady,6600,71,59,58,75,75,62,60,72
1775288233.318,steady,6000,68,55,54,73,74,61,58,70
1775288235.318,steady,6075,71,58,58,75,75,62,60,71
1775288237.318,steady,6075,71,58,58,75,75,62,60,71
1775288239.318,steady,6075,71,58,58,75,75,62,60,71
1775288241.318,steady,8700,69,56,58,70,72,60,59,70
1775288243.318,steady,9000,69,56,57,70,72,60,59,70
1775288245.318,steady,9000,69,56,57,70,72,60,59,70
1775288247.318,steady,9000,69,56,57,70,72,60,59,70
1775288249.319,steady,6075,69,56,58,70,73,58,58,71
1775288251.319,steady,5775,70,57,58,70,73,60,59,71
1775288253.319,steady,5775,70,57,58,70,73,60,59,71
1775288255.319,steady,5775,70,57,58,70,73,60,59,71
1775288257.319,steady,6675,69,54,58,67,70,56,58,67
1775288259.319,steady,6450,69,55,58,68,71,57,58,68
1775288261.319,steady,8625,67,54,55,66,72,55,59,68
1775288263.319,steady,8625,67,54,55,66,72,55,59,68
1775288265.319,steady,8625,67,54,55,66,72,55,59,68
1775288267.319,steady,6150,71,59,60,71,74,61,60,73
1775288269.319,steady,8550,70,56,60,69,72,59,59,72
1775288271.319,steady,8550,70,56,60,69,72,59,59,72
1775288273.319,steady,8550,70,56,60,69,72,59,59,72
1775288275.320,steady,9300,67,54,58,70,68,56,55,67
1775288277.320,steady,8475,70,57,59,70,73,60,59,72
1775288279.320,steady,8475,70,57,59,70,73,60,59,72
1775288281.320,steady,8475,70,57,59,70,73,60,59,72
1775288283.320,steady,8475,70,57,59,70,73,60,59,72
1775288285.320,steady,6075,70,57,60,69,73,60,60,72
1775288287.320,steady,7875,67,53,55,66,69,56,55,68
1775288289.320,steady,5925,67,53,56,65,69,56,60,72
1775288291.320,steady,5925,67,53,56,65,69,56,60,72
1775288293.320,steady,5925,67,53,56,65,69,58,57,70
1775288295.320,steady,6000,70,57,59,68,72,60,60,73
1775288297.320,steady,5925,67,51,59,63,69,55,60,71
1775288299.321,steady,5925,67,51,59,63,69,55,60,71
1775288301.321,steady,5925,67,51,59,63,69,55,60,71
1775288303.321,steady,6075,72,57,59,69,73,61,60,72
1775288305.321,steady,8100,70,56,58,68,72,59,58,72
1775288307.321,steady,8100,70,56,58,68,72,59,58,72
1775288309.321,steady,8100,70,56,58,68,72,59,58,72
1775288311.321,steady,8775,71,53,56,66,69,54,56,68
1775288313.321,steady,5775,67,51,56,64,69,55,58,68
1775288315.321,steady,8475,71,51,56,63,67,53,57,72
1775288317.321,cooldown,8475,71,51,56,63,67,53,57,72
1775288319.321,cooldown,3000,53,41,42,52,55,42,42,53
1775288321.321,cooldown,3000,52,40,41,51,54,42,42,53
