timestamp,phase,gpu,power_w,sm_util_pct,mem_util_pct,mem_used_mib,mem_total_mib,temp_c,pcie_tx_kib,pcie_rx_kib,clock_sm_mhz,clock_mem_mhz
1774913868.067,warmup,7,87.2,5,3,17559,81920,38,2150,6000,1155,1593
1774913869.067,warmup,0,87.6,5,2,16693,81920,33,1400,7200,1155,1593
1774913869.067,warmup,1,92.6,5,3,17111,81920,33,1150,6700,1155,1593
1774913869.067,warmup,2,89.5,5,3,17109,81920,32,1600,7050,1155,1593
1774913869.067,warmup,3,87.1,5,2,19113,81920,32,1450,6900,1155,1593
1774913869.067,warmup,4,90.8,5,2,17111,81920,38,1400,5350,1155,1593
1774913869.067,warmup,5,86.0,5,2,17111,81920,38,1500,6250,1155,1593
1774913869.067,warmup,6,91.6,5,3,17111,81920,37,1300,5900,1155,1593
1774913869.067,warmup,7,86.6,5,2,17559,81920,38,2100,7000,1155,1593
1774913870.067,warmup,0,86.0,5,3,16693,81920,33,1350,6750,1155,1593
1774913870.067,warmup,1,90.5,5,3,17111,81920,33,1350,5900,1155,1593
1774913870.067,warmup,2,89.5,5,3,17109,81920,32,1650,6250,1155,1593
1774913870.067,warmup,3,88.0,5,2,19113,81920,32,1300,6350,1155,1593
1774913870.067,warmup,4,90.8,5,3,17111,81920,38,1250,6200,1155,1593
1774913870.067,warmup,5,95.1,5,3,17111,81920,38,1450,6000,1155,1593
1774913870.067,warmup,6,92.2,5,3,17111,81920,37,1500,6850,1155,1593
1774913870.067,warmup,7,86.3,5,3,17559,81920,38,2100,4900,1155,1593
1774913871.068,warmup,0,87.9,5,3,16693,81920,33,1450,6450,1155,1593
1774913871.068,warmup,1,89.6,5,3,17111,81920,33,1150,6950,1155,1593
1774913871.068,warmup,2,88.6,5,2,17109,81920,32,1750,7400,1155,1593
1774913871.068,warmup,3,88.0,5,2,19113,81920,32,1450,5750,1155,1593
1774913871.068,warmup,4,91.5,5,2,17111,81920,39,1450,5700,1155,1593
1774913871.068,warmup,5,86.6,5,3,17111,81920,38,1500,5900,1155,1593
1774913871.068,warmup,6,90.4,5,3,17111,81920,37,1350,6700,1155,1593
1774913871.068,warmup,7,87.5,5,2,17559,81920,38,1950,6550,1155,1593
1774913872.068,warmup,0,86.0,4,2,16693,81920,33,1500,6200,1155,1593
1774913872.068,warmup,1,90.2,5,2,17111,81920,33,1200,6350,1155,1593
1774913872.068,warmup,2,89.5,5,3,17109,81920,32,1400,6350,1155,1593
1774913872.068,warmup,3,86.8,4,2,19113,81920,32,1450,6850,1155,1593
1774913872.068,warmup,4,91.5,5,2,17111,81920,38,1350,6300,1155,1593
1774913872.068,warmup,5,86.3,5,2,17111,81920,38,1350,6900,1155,1593
1774913872.068,warmup,6,89.8,5,2,17111,81920,37,1450,7050,1155,1593
1774913872.068,warmup,7,87.8,5,3,17559,81920,38,2000,6250,1155,1593
1774913873.068,warmup,0,87.3,5,3,16693,81920,33,1400,5450,1155,1593
1774913873.068,warmup,1,91.4,5,3,17111,81920,33,1150,6850,1155,1593
1774913873.068,warmup,2,87.7,5,3,17109,81920,32,1550,5950,1155,1593
1774913873.068,warmup,3,88.6,5,3,19113,81920,32,1550,6750,1155,1593
1774913873.068,warmup,4,89.0,5,2,17111,81920,39,1550,6550,1155,1593
1774913873.068,warmup,5,86.3,5,3,17111,81920,38,1450,7000,1155,1593
1774913873.068,warmup,6,92.8,5,3,17111,81920,37,1350,7450,1155,1593
1774913873.068,warmup,7,86.0,5,3,17559,81920,38,2100,5650,1155,1593
1774913874.068,warmup,0,89.4,5,2,16693,81920,33,2300,5950,1155,1593
1774913874.068,warmup,1,90.2,5,3,17111,81920,33,1350,6550,1155,1593
1774913874.068,warmup,2,88.9,5,2,17109,81920,32,1400,7300,1155,1593
1774913874.068,warmup,3,88.6,5,2,19113,81920,32,1450,7300,1155,1593
1774913874.068,warmup,4,92.1,5,2,17111,81920,39,1500,6400,1155,1593
1774913874.068,warmup,5,88.1,5,2,17111,81920,38,1450,6350,1155,1593
1774913874.068,warmup,6,90.4,5,3,17111,81920,37,1500,7050,1155,1593
1774913874.068,warmup,7,90.5,5,2,17559,81920,38,2200,7000,1155,1593
1774913875.068,warmup,0,88.5,5,3,16693,81920,33,1450,6800,1155,1593
1774913875.068,warmup,1,89.6,5,2,17111,81920,33,1150,6750,1155,1593
1774913875.068,warmup,2,88.9,5,3,17109,81920,32,1600,5200,1155,1593
1774913875.068,warmup,3,86.8,5,3,19113,81920,32,1500,7100,1155,1593
1774913875.068,warmup,4,88.4,5,3,17111,81920,39,1600,6250,1155,1593
1774913875.068,warmup,5,85.4,5,2,17111,81920,38,1600,7300,1155,1593
1774913875.068,warmup,6,90.7,5,2,17111,81920,37,1400,7300,1155,1593
1774913875.068,warmup,7,88.7,5,3,17559,81920,38,2250,6500,1155,1593
1774913876.068,warmup,0,87.0,5,3,16693,81920,33,1500,6400,1155,1593
1774913876.068,warmup,1,88.7,5,3,17111,81920,33,1150,7450,1155,1593
1774913876.068,warmup,2,88.6,5,2,17109,81920,32,1750,6950,1155,1593
1774913876.068,warmup,3,87.1,5,3,19113,81920,32,1450,6600,1155,1593
1774913876.068,warmup,4,89.9,5,2,17111,81920,39,1300,6700,1155,1593
1774913876.068,warmup,5,86.3,5,3,17111,81920,38,1400,5850,1155,1593
1774913876.068,warmup,6,90.7,5,3,17111,81920,37,1400,6550,1155,1593
1774913876.068,warmup,7,86.6,5,3,17559,81920,38,1900,6500,1155,1593
1774913877.068,warmup,0,86.6,5,2,16693,81920,33,1350,5800,1155,1593
1774913877.068,warmup,1,91.7,5,3,17111,81920,33,1250,6600,1155,1593
1774913877.068,warmup,2,88.0,5,2,17109,81920,32,1400,7200,1155,1593
1774913877.068,warmup,3,88.3,5,2,19113,81920,32,1450,6600,1155,1593
1774913877.068,warmup,4,91.1,5,3,17111,81920,39,1400,7000,1155,1593
1774913877.068,warmup,5,88.1,5,2,17111,81920,38,1450,6500,1155,1593
1774913877.068,warmup,6,92.0,5,3,17111,81920,37,1350,6400,1155,1593
1774913877.068,warmup,7,86.6,5,2,17559,81920,38,2200,5750,1155,1593
1774913878.068,warmup,0,87.3,5,3,16693,81920,33,1500,7400,1155,1593
1774913878.068,warmup,1,92.0,5,2,17111,81920,33,1300,7350,1155,1593
1774913878.068,warmup,2,88.0,5,3,17109,81920,32,1400,6650,1155,1593
1774913878.068,warmup,3,88.0,5,3,19113,81920,32,1600,6700,1155,1593
1774913878.068,warmup,4,89.6,4,2,17111,81920,39,1500,6600,1155,1593
1774913878.068,warmup,5,87.2,5,3,17111,81920,38,1500,5400,1155,1593
1774913878.068,warmup,6,93.8,5,2,17111,81920,37,1500,8150,1155,1593
1774913878.068,warmup,7,88.7,5,2,17559,81920,38,2350,6900,1155,1593
1774913879.068,warmup,0,86.6,5,2,16693,81920,33,1400,6500,1155,1593
1774913879.068,warmup,1,89.9,5,2,17111,81920,33,1150,7250,1155,1593
1774913879.068,warmup,2,88.3,5,2,17109,81920,32,1450,6450,1155,1593
1774913879.068,warmup,3,88.6,5,3,19113,81920,32,1550,6800,1155,1593
1774913879.068,warmup,4,90.8,5,2,17111,81920,39,1500,6400,1155,1593
1774913879.068,warmup,5,87.5,5,2,17111,81920,38,1550,6950,1155,1593
1774913879.068,warmup,6,92.6,5,3,17111,81920,37,1500,6200,1155,1593
1774913879.068,warmup,7,88.4,5,3,17559,81920,38,2600,6900,1155,1593
1774913880.068,warmup,0,87.0,5,3,16693,81920,33,1250,5200,1155,1593
1774913880.068,warmup,1,89.3,5,3,17111,81920,33,1200,6200,1155,1593
1774913880.068,warmup,2,88.9,5,2,17109,81920,32,1500,6500,1155,1593
1774913880.068,warmup,3,87.1,5,2,19113,81920,32,1250,6300,1155,1593
1774913880.068,warmup,4,90.8,5,2,17111,81920,39,1600,5650,1155,1593
1774913880.068,warmup,5,89.0,5,2,17111,81920,38,1500,6850,1155,1593
1774913880.068,warmup,6,91.0,5,3,17111,81920,37,1900,6950,1155,1593
1774913880.068,warmup,7,86.6,5,2,17559,81920,38,2150,6050,1155,1593
1774913881.069,warmup,0,87.3,5,3,17513,81920,33,417850,2919550,1155,1593
1774913881.069,warmup,1,89.3,5,2,17111,81920,33,1300,6600,1155,1593
1774913881.069,warmup,2,88.6,5,3,17109,81920,32,1550,6050,1155,1593
1774913881.069,warmup,3,88.0,5,2,19113,81920,32,1550,5550,1155,1593
1774913881.069,warmup,4,88.7,5,3,17111,81920,39,1450,6900,1155,1593
1774913881.069,warmup,5,86.6,5,3,17111,81920,38,1350,7400,1155,1593
1774913881.069,warmup,6,93.5,26,3,20105,81920,37,334750,3199350,1155,1593
1774913881.069,warmup,7,86.6,5,2,17559,81920,38,2650,6600,1155,1593
1774913882.069,warmup,0,88.5,12,2,18955,81920,33,174500,1686700,1155,1593
1774913882.069,warmup,1,90.2,5,3,17111,81920,33,1350,6550,1155,1593
1774913882.069,warmup,2,89.5,25,3,18483,81920,32,199900,1742150,1155,1593
1774913882.069,warmup,3,119.2,44,3,23943,81920,34,462700,2807000,1410,1593
1774913882.069,warmup,4,90.8,37,3,20825,81920,39,791500,6896000,1155,1593
1774913882.069,warmup,5,86.9,5,3,17111,81920,38,1400,6600,1155,1593
1774913882.069,warmup,6,125.7,47,3,26297,81920,39,968700,8633250,1410,1593
1774913882.069,warmup,7,87.8,18,3,18681,81920,38,220350,1687150,1155,1593
1774913883.069,warmup,0,87.3,20,3,21979,81920,33,450100,4236200,1155,1593
1774913883.069,warmup,1,91.4,5,3,17111,81920,33,1200,6300,1155,1593
1774913883.069,warmup,2,88.0,28,3,21687,81920,32,552300,3254300,1155,1593
1774913883.069,warmup,3,119.8,46,3,28695,81920,34,590850,7482000,1410,1593
1774913883.069,warmup,4,92.1,37,3,25829,81920,39,494850,5891400,1155,1593
1774913883.069,warmup,5,87.5,5,3,17111,81920,38,1500,6950,1155,1593
1774913883.069,warmup,6,123.2,14,8,30249,81920,39,1400,7250,1410,1593
1774913883.069,warmup,7,87.5,19,3,21093,81920,38,276950,3871600,1155,1593
1774913884.069,warmup,0,97.3,21,3,27019,81920,34,539400,2921050,1245,1593
1774913884.069,warmup,1,90.5,5,2,17111,81920,33,1250,6900,1155,1593
1774913884.069,warmup,2,121.6,29,3,26691,81920,33,411700,4959900,1410,1593
1774913884.069,warmup,3,121.6,49,3,32251,81920,34,1350,6450,1410,1593
1774913884.069,warmup,4,94.1,37,3,30249,81920,39,1600,6200,1155,1593
1774913884.069,warmup,5,87.8,21,3,19529,81920,38,450050,3870650,1155,1593
1774913884.069,warmup,6,123.5,5,3,30249,81920,39,1550,6500,1410,1593
1774913884.069,warmup,7,87.2,19,3,24117,81920,38,436950,2782600,1155,1593
1774913885.069,warmup,0,109.8,27,2,30299,81920,35,1150,6600,1365,1593
1774913885.069,warmup,1,90.8,5,3,17111,81920,33,1150,6450,1155,1593
1774913885.069,warmup,2,123.5,22,4,30295,81920,34,1600,7400,1410,1593
1774913885.069,warmup,3,118.6,27,3,32299,81920,34,1450,6200,1410,1593
1774913885.069,warmup,4,88.9,5,2,30297,81920,39,1450,6700,1155,1593
1774913885.069,warmup,5,86.6,20,3,22697,81920,38,430700,3592500,1155,1593
1774913885.069,warmup,6,91.6,5,3,30297,81920,38,1500,6650,1155,1593
1774913885.069,warmup,7,86.9,20,3,26889,81920,38,187300,1631100,1155,1593
1774913886.069,warmup,0,110.4,4,3,30299,81920,35,1450,6200,1365,1593
1774913886.069,warmup,1,89.6,5,2,17111,81920,33,1200,6650,1155,1593
1774913886.069,warmup,2,120.8,4,2,30295,81920,34,1600,8000,1410,1593
1774913886.069,warmup,3,88.9,5,3,32299,81920,33,1400,5150,1155,1593
1774913886.069,warmup,4,89.6,5,3,30297,81920,39,1400,6700,1155,1593
1774913886.069,warmup,5,88.7,23,3,26585,81920,38,919300,7313050,1155,1593
1774913886.069,warmup,6,91.0,5,3,30297,81920,38,1550,7200,1155,1593
1774913886.069,warmup,7,87.8,19,3,30697,81920,38,27850,3450,1155,1593
1774913887.069,warmup,0,82.7,0,0,14373,81920,33,250,300,1155,1593
1774913887.069,warmup,1,85.9,0,0,2021,81920,33,96450,1344850,1155,1593
1774913887.069,warmup,2,86.2,12,0,14373,81920,32,300,300,1410,1593
1774913887.069,warmup,3,115.2,70,2,14373,81920,33,300,400,1410,1593
1774913887.069,warmup,4,116.2,100,2,14373,81920,40,300,8500,1410,1593
1774913887.069,warmup,5,112.4,100,3,14373,81920,39,250,300,1410,1593
1774913887.069,warmup,6,118.4,100,3,14373,81920,39,350,300,1410,1593
1774913887.069,warmup,7,112.0,75,2,14373,81920,39,300,300,1410,1593
1774913888.069,warmup,0,112.2,100,3,14373,81920,35,300,250,1410,1593
1774913888.069,warmup,1,116.7,100,3,2993,81920,34,235800,4314500,1410,1593
1774913888.069,warmup,2,114.6,24,1,14373,81920,33,350,250,1410,1593
1774913888.069,warmup,3,112.2,84,2,14373,81920,34,300,300,1410,1593
1774913888.069,warmup,4,115.0,32,1,14373,81920,40,300,300,1410,1593
1774913888.069,warmup,5,109.4,0,0,14373,81920,39,300,300,1410,1593
1774913888.069,warmup,6,116.8,0,0,14373,81920,39,300,300,1410,1593
1774913888.069,warmup,7,111.4,0,0,14373,81920,39,300,300,1410,1593
1774913889.069,warmup,0,112.5,0,0,14373,81920,35,300,300,1410,1593
1774913889.069,warmup,1,116.7,7,0,5333,81920,35,86800,1680600,1410,1593
1774913889.069,warmup,2,114.6,0,0,14373,81920,34,350,250,1410,1593
1774913889.069,warmup,3,112.2,0,0,14373,81920,34,300,300,1410,1593
1774913889.069,warmup,4,115.3,0,0,14373,81920,40,300,250,1410,1593
1774913889.069,warmup,5,109.4,0,0,14373,81920,39,300,300,1410,1593
1774913889.069,warmup,6,116.8,0,0,14373,81920,39,300,300,1410,1593
1774913889.069,warmup,7,110.8,0,0,14373,81920,40,300,300,1410,1593
1774913890.069,warmup,0,82.7,0,0,14373,81920,34,300,300,1155,1593
1774913890.069,warmup,1,86.2,7,0,6773,81920,34,158200,1839350,1155,1593
1774913890.069,warmup,2,84.3,0,0,14373,81920,32,350,300,1155,1593
1774913890.069,warmup,3,83.5,0,0,14373,81920,33,300,300,1155,1593
1774913890.069,warmup,4,85.7,0,0,14373,81920,39,300,300,1155,1593
1774913890.069,warmup,5,82.3,0,0,14373,81920,38,300,300,1155,1593
1774913890.069,warmup,6,87.1,0,0,14373,81920,38,300,250,1155,1593
1774913890.069,warmup,7,83.0,0,0,14373,81920,38,350,300,1155,1593
1774913891.069,warmup,0,82.4,0,0,14373,81920,33,300,300,1155,1593
1774913891.069,warmup,1,85.9,9,0,8177,81920,33,125250,1680650,1155,1593
1774913891.069,warmup,2,84.1,0,0,14373,81920,32,350,300,1155,1593
1774913891.069,warmup,3,83.5,0,0,14373,81920,33,300,300,1155,1593
1774913891.069,warmup,4,85.7,0,0,14373,81920,39,300,300,1155,1593
1774913891.069,warmup,5,82.3,0,0,14373,81920,38,300,300,1155,1593
1774913891.069,warmup,6,87.1,0,0,14373,81920,38,300,300,1155,1593
1774913891.069,warmup,7,82.6,0,0,14373,81920,38,300,300,1155,1593
1774913892.070,warmup,0,82.4,0,0,14373,81920,33,300,300,1155,1593
1774913892.070,warmup,1,85.9,8,0,9653,81920,33,154050,2641650,1155,1593
1774913892.070,warmup,2,84.1,0,0,14373,81920,32,350,250,1155,1593
1774913892.070,warmup,3,83.5,0,0,14373,81920,32,300,350,1155,1593
1774913892.070,warmup,4,85.7,0,0,14373,81920,39,300,300,1155,1593
1774913892.070,warmup,5,82.3,0,0,14373,81920,38,300,250,1155,1593
1774913892.070,warmup,6,87.1,0,0,14373,81920,37,300,300,1155,1593
1774913892.070,warmup,7,82.6,0,0,14373,81920,38,350,250,1155,1593
1774913893.070,warmup,0,82.4,0,0,14373,81920,33,300,250,1155,1593
1774913893.070,warmup,1,85.9,8,0,11381,81920,33,303000,8178050,1155,1593
1774913893.070,warmup,2,84.1,0,0,14373,81920,32,300,300,1155,1593
1774913893.070,warmup,3,83.5,0,0,14373,81920,32,350,300,1155,1593
1774913893.070,warmup,4,85.7,0,0,14373,81920,39,300,300,1155,1593
1774913893.070,warmup,5,82.3,0,0,14373,81920,37,350,300,1155,1593
1774913893.070,warmup,6,86.8,0,0,14373,81920,37,300,300,1155,1593
1774913893.070,warmup,7,82.6,0,0,14373,81920,38,300,250,1155,1593
1774913894.070,warmup,0,82.4,0,0,14373,81920,33,300,300,1155,1593
1774913894.070,warmup,1,85.9,20,6,14375,81920,33,600,2950,1155,1593
1774913894.070,warmup,2,84.1,0,0,14425,81920,32,550,2750,1155,1593
1774913894.070,warmup,3,83.5,0,0,14483,81920,32,700,2700,1155,1593
1774913894.070,warmup,4,85.7,0,0,14501,81920,38,550,2600,1155,1593
1774913894.070,warmup,5,82.3,0,0,14565,81920,37,350,2100,1155,1593
1774913894.070,warmup,6,86.8,0,0,14679,81920,37,350,2100,1155,1593
1774913894.070,warmup,7,82.6,0,0,14811,81920,38,400,5000,1155,1593
1774913895.070,warmup,0,82.4,0,0,14997,81920,33,2200,2150,1155,1593
1774913895.070,warmup,1,85.9,0,0,15141,81920,33,2150,1700,1155,1593
1774913895.070,warmup,2,84.1,0,0,15141,81920,32,1300,2700,1155,1593
1774913895.070,warmup,3,83.5,0,0,15141,81920,32,3150,3050,1155,1593
1774913895.070,warmup,4,85.7,0,0,15141,81920,38,3100,4550,1155,1593
1774913895.070,warmup,5,82.3,0,0,15141,81920,37,3150,4500,1155,1593
1774913895.070,warmup,6,86.8,0,0,15141,81920,37,2150,2800,1155,1593
1774913895.070,warmup,7,82.6,0,0,14997,81920,38,2450,2600,1155,1593
1774913896.070,warmup,0,82.7,0,0,25417,81920,33,300,300,1155,1593
1774913896.070,warmup,1,85.9,0,0,25235,81920,33,1450,300,1155,1593
1774913896.070,warmup,2,84.1,0,0,25307,81920,32,350,11750,1155,1593
1774913896.070,warmup,3,83.7,0,0,25543,81920,32,13800,12950,1155,1593
1774913896.070,warmup,4,85.7,0,0,25561,81920,39,11600,3700,1155,1593
1774913896.070,warmup,5,82.3,0,0,25535,81920,38,950,6850,1155,1593
1774913896.070,warmup,6,87.1,0,0,25557,81920,37,22950,20800,1155,1593
1774913896.070,warmup,7,82.6,0,0,25419,81920,38,4100,14750,1155,1593
1774913897.070,warmup,0,398.7,95,30,45177,81920,49,3500,9750,1305,1593
1774913897.070,warmup,1,382.9,100,32,45283,81920,48,3100,10200,1305,1593
1774913897.070,warmup,2,417.1,100,32,45259,81920,48,3450,9750,1305,1593
1774913897.070,warmup,3,389.6,100,32,45255,81920,48,2650,350,1305,1593
1774913897.070,warmup,4,400.1,100,32,45273,81920,55,1300,11600,1290,1593
1774913897.070,warmup,5,400.4,100,32,45333,81920,54,10400,35200,1320,1593
1774913897.070,warmup,6,209.7,100,31,45303,81920,49,14350,75800,1395,1593
1774913897.070,warmup,7,214.7,100,32,45111,81920,48,7650,2550,1395,1593
1774913898.070,warmup,0,426.7,100,32,65709,81920,51,6750,16550,1275,1593
1774913898.070,warmup,1,412.8,100,34,65809,81920,50,6400,13900,1320,1593
1774913898.070,warmup,2,407.1,100,35,65839,81920,49,6700,16900,1320,1593
1774913898.070,warmup,3,387.5,100,35,65793,81920,50,8600,13800,1275,1593
1774913898.070,warmup,4,416.9,99,35,66003,81920,56,6800,17700,1305,1593
1774913898.070,warmup,5,407.5,100,34,66003,81920,57,8750,14400,1305,1593
1774913898.070,warmup,6,403.3,100,35,65787,81920,55,11250,72100,1290,1593
1774913898.070,warmup,7,409.7,100,35,65649,81920,52,7000,19450,1395,1593
1774913899.070,warmup,0,391.8,100,34,66709,81920,52,8350,14750,1275,1593
1774913899.070,warmup,1,405.2,100,34,66809,81920,52,5450,16850,1305,1593
1774913899.070,warmup,2,408.0,100,33,66839,81920,51,7750,13750,1305,1593
1774913899.070,warmup,3,401.7,100,33,65793,81920,52,6900,17400,1290,1593
1774913899.070,warmup,4,381.9,100,33,66003,81920,57,8350,14250,1260,1593
1774913899.070,warmup,5,391.0,100,34,67003,81920,57,7000,56200,1290,1593
1774913899.070,warmup,6,396.7,100,35,66787,81920,56,12650,70800,1275,1593
1774913899.070,warmup,7,353.6,100,35,65649,81920,56,14100,80950,1335,1593
1774913900.070,warmup,0,415.2,100,33,66709,81920,54,7100,17250,1290,1593
1774913900.070,warmup,1,399.2,100,35,66809,81920,52,5800,13800,1305,1593
1774913900.070,warmup,2,397.2,100,34,66839,81920,51,7100,17500,1275,1593
1774913900.070,warmup,3,397.8,100,35,66793,81920,53,7250,13950,1305,1593
1774913900.070,warmup,4,384.1,100,35,67003,81920,58,7450,26100,1275,1593
1774913900.070,warmup,5,383.5,100,35,67003,81920,58,13400,77900,1290,1593
1774913900.070,warmup,6,411.1,100,34,66787,81920,57,13450,97950,1320,1593
1774913900.070,warmup,7,383.4,100,34,66649,81920,54,16500,20750,1395,1593
1774913901.070,warmup,0,403.0,100,35,66709,81920,54,6600,15750,1290,1593
1774913901.070,warmup,1,415.2,100,34,66809,81920,53,6450,15050,1290,1593
1774913901.070,warmup,2,412.3,100,35,66839,81920,52,6650,16400,1305,1593
1774913901.070,warmup,3,409.8,100,35,66793,81920,54,11700,72850,1275,1593
1774913901.070,warmup,4,405.2,100,35,67003,81920,59,13100,89700,1275,1593
1774913901.070,warmup,5,431.7,100,34,67003,81920,58,17300,38400,1395,1593
1774913901.070,warmup,6,288.7,100,36,66787,81920,55,6850,18650,1395,1593
1774913901.070,warmup,7,420.8,100,34,66649,81920,54,6750,19650,1395,1593
1774913902.070,warmup,0,412.5,100,36,66709,81920,55,6550,14050,1305,1593
1774913902.070,warmup,1,418.8,100,35,66809,81920,54,5850,18400,1320,1593
1774913902.070,warmup,2,415.0,100,35,66839,81920,53,6650,45950,1290,1593
1774913902.070,warmup,3,423.2,100,35,66793,81920,55,12900,73700,1365,1593
1774913902.070,warmup,4,430.0,100,35,67003,81920,60,16200,86200,1320,1593
1774913902.070,warmup,5,409.7,100,35,67003,81920,56,10200,19250,1395,1593
1774913902.070,warmup,6,268.4,100,36,66787,81920,54,6750,18400,1395,1593
1774913902.070,warmup,7,279.0,100,63,66649,81920,57,6900,18400,1320,1593
1774913903.071,warmup,0,424.3,100,35,66709,81920,56,7950,13450,1290,1593
1774913903.071,warmup,1,400.1,100,35,66809,81920,55,5350,46900,1290,1593
1774913903.071,warmup,2,398.7,100,35,66839,81920,54,12700,72600,1350,1593
1774913903.071,warmup,3,395.0,100,35,66793,81920,51,16600,83500,1395,1593
1774913903.071,warmup,4,381.3,100,36,67003,81920,56,10850,19800,1395,1593
1774913903.071,warmup,5,283.2,100,33,67003,81920,55,6650,18850,1335,1593
1774913903.071,warmup,6,299.3,100,46,66787,81920,57,6650,20200,1320,1593
1774913903.071,warmup,7,303.5,100,34,66649,81920,58,8000,18950,1335,1593
1774913904.071,warmup,0,388.7,100,35,66709,81920,56,7350,55800,1275,1593
1774913904.071,warmup,1,400.7,100,35,66809,81920,54,9850,72350,1290,1593
1774913904.071,warmup,2,403.8,100,35,66839,81920,51,16800,81350,1395,1593
